Year,Subject,Topic,Difficulty,Question Text,Option A,Option B,Option C,Option D,Correct Answer (0-3),Correct Answer Text,Explanation
"2019","History","General","Hard","With reference to the cultural history of India, consider the following pairs:
1. Parivrajaka : Renunciant and Wanderer
2. Shramana : Priest with a high status
3. Upasaka : Lay follower of Buddhism
Which of the pairs given above are correctly matched?","1 and 2 only","1 and 3 only","2 and 3 only","1, 2 and 3",1,"1 and 3 only","Parivrajaka (wanderer) and Upasaka (lay follower) are correct, but a Shramana was an ascetic, not necessarily a high-status priest."
"2018","History","Medieval History","Hard","Which of the following statements is/are applicable to Jain doctrine?
1. The surest way of annihilating karma is to practice penance.
2. Every object, even the smallest particle has a soul.
3. Karma is the bane of the soul and must be ended.
Select the correct answer using the code given below:","1 only","2 and 3 only","1 and 3 only","1, 2 and 3",3,"1, 2 and 3","All three statements are applicable to Jain doctrine. Jainism emphasizes the importance of penance (tapas) to eliminate karma, believes that every object has a soul (jiva), and considers karma to be the root cause of suffering."
"2018","History","Modern History","Hard","Consider the following events:
1. Establishment of the Singa Sangha
2. Establishment of the Ghadar Party
3. Establishment of the Bharat Dharma Mahamandala
4. Establishment of the Servant of India Society
What is the correct chronological sequence of the above events?","1, 2, 3, 4","2, 1, 4, 3","2, 1, 3, 4","3, 2, 1, 4",2,"2, 1, 3, 4","The correct chronological order is:
2. Ghadar Party (1913)
1. Singha Sabha (1873)
4. Servants of India Society (1905)
3. Bharat Dharma Mahamandala (1887)"
"2018","History","Indus Valley Civilization & Vedic Age","Hard","Which of the following sites of the Indus Valley Civilization is located in Rajasthan?","Lothal","Kalibangan","Mohenjodaro","Harappa",1,"Kalibangan","Kalibangan is located in Rajasthan."
"2018","History","Buddhism & Jainism: Philosophy & Architecture","Hard","The Sravanabelagola Gomateshwara statue represents which of the following?","Buddha","Mahavira","Bahubali","Parshvanatha",2,"Bahubali","The Gomateshwara statue at Sravanabelagola represents Bahubali, a Jain saint."
"2018","History","Mauryan Empire: Administration & Art","Hard","Which of the following best describes the role of 'Dharmamahamatras' in the Mauryan Empire?","Military commanders.","Revenue collectors.","Officials appointed to propagate Dhamma.","Judicial officers.",2,"Officials appointed to propagate Dhamma.","Dharmamahamatras were appointed to propagate Dhamma."
"2018","History","Gupta Period: Golden Age of Art & Science","Hard","Which of the following are characteristic features of Gupta art? 1. Emphasis on spiritual expression. 2. Use of local materials. 3. Synthesis of Indian and foreign styles. Select the correct answer using the code given below.","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3",3,"1, 2 and 3","Gupta art emphasized spiritual expression, used local materials, and synthesized Indian and foreign styles."
"2018","History","Bhakti & Sufi Movements","Hard","Which of the following statements is/are correct regarding Sufism in India?
1. Sufis believed in the concept of Wahdat-ul-Wujud.
2. Sufi saints like Nizamuddin Auliya emphasized on Sama.
Select the correct answer using the code given below.","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","Both Wahdat-ul-Wujud and Sama were important aspects of Sufism."
"2018","History","Mughal Administration, Art & Architecture","Hard","Consider the following statements regarding the Mughal architecture:
1. Pietra dura inlay work was extensively used in the Taj Mahal.
2. Charbagh style gardens were a common feature of Mughal architecture.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","Both Pietra dura and Charbagh style are Mughal features."
"2018","History","Vijayanagara Empire","Hard","Consider the following statements regarding the socio-economic conditions during the Vijayanagara Empire:
1. Agriculture was the main occupation of the people.
2. Trade and commerce flourished, with both internal and external trade.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","Both agriculture and trade flourished during the Vijayanagara Empire."
"2018","History","Advent of Europeans & British Expansion","Hard","Which of the following statements is/are correct regarding the Regulating Act of 1773?
1. It established the Supreme Court at Calcutta.
2. It designated the Governor of Bengal as the Governor-General of Bengal.
3. It prohibited private trade by the Company's servants.
Select the correct answer using the code given below:","1 only","1 and 2 only","2 and 3 only","1, 2 and 3",3,"1, 2 and 3","All the statements regarding the Regulating Act of 1773 are correct."
"2018","History","Social-Religious Reform Movements (19th Century)","Hard","Who among the following founded the 'All India Trade Union Congress'?","V.V. Giri","S.A. Dange","N.M. Joshi","Lala Lajpat Rai",2,"N.M. Joshi","N.M. Joshi was a key founder of the All India Trade Union Congress."
"2018","History","Revolt of 1857 & Rise of Nationalism","Hard","Consider the following statements regarding the Revolt of 1857:
1. It was primarily a mutiny of sepoys in the Bengal Army.
2. The revolt was widespread, encompassing all regions of India.
3. The revolt was triggered by the introduction of the Enfield rifle cartridges.
Which of the statements given above is/are correct?","1 and 2 only","3 only","2 and 3 only","1 and 3 only",3,"1 and 3 only","The revolt was triggered by the Enfield rifle cartridges and was primarily a sepoy mutiny."
"2018","History","Indian National Congress (Moderate & Extremist Phase)","Hard","Which of the following statements is/are correct regarding the Moderate phase of the Indian National Congress? 1. They believed in constitutional methods and peaceful means. 2. They advocated for complete independence from British rule. 3. They aimed at gradual reforms within the existing framework.","1 and 2 only","1 and 3 only","2 and 3 only","1, 2 and 3",1,"1 and 3 only","Moderates advocated for gradual reforms and believed in constitutional methods, not complete independence."
"2018","History","Gandhian Era: Non-Cooperation, Civil Disobedience, Quit India","Hard","The Gandhi-Irwin Pact included which of the following?
1. Invitation to Congress to participate in the Round Table Conference
2. Acceptance of Congress demand for complete independence
3. Withdrawal of Ordinances promulgated in connection with the Civil Disobedience Movement
4. Acceptance of Congress demand for enquiry into police excesses
Select the correct answer using the code given below.","1, 2 and 4","1 and 3 only","2, 3 and 4","1 only",1,"1 and 3 only","The Gandhi-Irwin Pact included invitation to RTC and withdrawal of ordinances."
"2018","History","General","Hard","Which one of the following foreign travellers elaborately discussed about diamonds and diamond mines of India?","Francois Bernier","Jean-Baptiste Tavernier","Jean de Thevenot","Abbe Barthelemy Carre",1,"Jean-Baptiste Tavernier","Jean-Baptiste Tavernier, a 17th-century French gem merchant, travelled extensively in India and wrote detailed accounts of its diamond mines."
"2017","History","Medieval History","Hard","Which of the following statements is/are applicable to the system of 'Dalit' in the context of administration of Delhi Sultanate?
1. It was an elaborate system of revenue collection.
2. It was introduced by Muhammad bin Tughlaq.
3. The office of 'Dalit' passed on hereditary lines.
Select the correct answer using the code given below:","1 only","Only 2 and 3","Only 1 and 3","None",3,"None","The term 'Dalit' is not related to the administration of the Delhi Sultanate. Therefore, all the statements are incorrect."
"2017","History","Modern History","Hard","In the context of Indian history, the Rakhmabai case of 1884 revolved around
1. women's right to gain education
2. age of consent
3. restitution of conjugal rights
Select the correct answer using the code given below.","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3",1,"2 and 3 only","The Rakhmabai case of 1884 primarily revolved around the age of consent and the restitution of conjugal rights. Rakhmabai refused to live with her husband because she was married at a young age and did not consent to the marriage. This case brought attention to the issues of child marriage and women's rights."
"2017","History","Indus Valley Civilization & Vedic Age","Hard","Which of the following characterizes/characterize the people of Indus Civilization?
1. They possessed great palaces and temples.
2. They worshipped both male and female deities.
3. They employed horse-drawn chariots in warfare.
Select the correct answer using the code given below.","1 and 2 only","2 only","1, 2 and 3","None",1,"2 only","Indus Valley people worshipped both male and female deities, but lacked palaces and horse-drawn chariots."
"2017","History","Mauryan Empire: Administration & Art","Hard","Which of the following describes the most appropriate relationship between the Mauryan state and the Kalinga War?","The Kalinga War led to the complete collapse of the Mauryan Empire.","The Kalinga War prompted Ashoka to adopt a policy of Dhamma and non-aggression.","The Kalinga War had no significant impact on the Mauryan Empire.","The Kalinga War resulted in the expansion of the Mauryan Empire to its greatest extent.",1,"The Kalinga War prompted Ashoka to adopt a policy of Dhamma and non-aggression.","The Kalinga War led Ashoka to embrace Dhamma and renounce further conquest."
"2017","History","Gupta Period: Golden Age of Art & Science","Hard","The Gupta period is often referred to as the 'Golden Age' of India. Which of the following factors best support this claim? 1. Significant advancements in science and technology. 2. Flourishing of art and literature. 3. Political stability and economic prosperity. Select the correct answer using the code given below:","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3",3,"1, 2 and 3","All three factors – science, art, and stability – contributed to the 'Golden Age' designation."
"2017","History","Bhakti & Sufi Movements","Hard","Consider the following statements regarding the Bhakti movement:
1. It emphasized the importance of personal devotion and love for God.
2. It rejected the caste system and promoted social equality.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","Bhakti movement stressed devotion and often challenged caste hierarchies."
"2017","History","Mughal Administration, Art & Architecture","Hard","Which of the following Mughal emperors shifted emphasis from illustrated manuscripts to album and individual portrait?","Humayun","Akbar","Jahangir","Shah Jahan",2,"Jahangir","Jahangir was known for his love of art and portraiture."
"2017","History","Vijayanagara Empire","Hard","Consider the following statements regarding the Nayankara system:
1. It was a system of military land grants.
2. It was prevalent during the Vijayanagara Empire.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","The Nayankara system, a system of military land grants, was prevalent during the Vijayanagara Empire."
"2017","History","Advent of Europeans & British Expansion","Hard","With reference to Pondicherry (now Puducherry), consider the following statements:
1. The first European power to occupy Pondicherry was the Portuguese.
2. The second European power to occupy Pondicherry was the French.
3. The English never occupied Pondicherry.
Which of the statements given above is/are correct?","1 only","2 and 3 only","3 only","1, 2 and 3",0,"1 only","The Portuguese were the first Europeans to occupy Pondicherry."
"2017","History","Social-Religious Reform Movements (19th Century)","Hard","With reference to the history of India, the terms 'kulyavapa' and 'dronavapa' denote","measurement of land","coins of different monetary value","classification of urban land","religious rituals",0,"measurement of land","Kulyavapa and dronavapa were units used for land measurement."
"2017","History","Revolt of 1857 & Rise of Nationalism","Hard","With reference to the history of India, the term ‘Rakhmabai Case’ of 1884 pertained to:
","Women’s right to gain education","Age of Consent","Restitution of conjugal rights","Women’s right to seek employment",2,"Restitution of conjugal rights","The Rakhmabai case (1884) was related to the restitution of conjugal rights."
"2017","History","Indian National Congress (Moderate & Extremist Phase)","Hard","Which of the following events is considered a turning point leading to the rise of Extremism within the Indian National Congress?","The Ilbert Bill controversy","The formation of the Indian National Congress","The passing of the Vernacular Press Act","The execution of Bhagat Singh",0,"The Ilbert Bill controversy","The Ilbert Bill controversy exposed racial inequalities and fueled Extremism."
"2017","History","Gandhian Era: Non-Cooperation, Civil Disobedience, Quit India","Hard","Which of the following statements is/are correct regarding the Quit India Movement?
1. It was a spontaneous movement.
2. It was led by Mahatma Gandhi.
Select the correct answer using the code given below.","1 only","2 only","Both 1 and 2","Neither 1 nor 2",0,"1 only","The Quit India Movement was largely spontaneous after the initial arrests of leaders."
"2017","History","General","Hard","With reference to the difference between the culture of Rigvedic Aryans and Indus Valley people, which of the following statements is/are correct?
1. Rigvedic Aryans used the coat of mail and helmet in warfare whereas the people of Indus Valley Civilization did not leave any evidence of using them.
2. Rigvedic Aryans knew gold, silver and copper whereas Indus Valley people knew only copper and iron.
3. Rigvedic Aryans had domesticated the horse whereas there is no evidence of Indus Valley people having been aware of this animal.
Select the correct answer using the code given below.","1 only","2 and 3 only","1 and 3 only","1, 2 and 3",0,"1 only","Rigvedic Aryans were militaristic with helmets and armour, unlike the more peaceful IVC people who also did not use iron."
"2016","History","Medieval History","Hard","Which of the following statements is/are applicable to Kishkindha Kandha, a chapter in Ramayana?
1. It is set in the region of present-day Karnataka.
2. It narrates the story of Hanuman's devotion to Rama.
Select the correct answer using the code given below.","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","Kishkindha Kanda is indeed set in the region of present-day Karnataka and narrates the story of Hanuman's devotion to Rama."
"2016","History","Indus Valley Civilization & Vedic Age","Hard","The social division of the Rig Vedic society was based on:","Birth","Occupation","Wealth","Education",1,"Occupation","The early Rig Vedic society was primarily divided based on occupation."
"2016","History","Buddhism & Jainism: Philosophy & Architecture","Hard","Which of the following is/are the distinguishing characteristic(s) of 'Mahayana Buddhism'?
1. Idol worship
2. Emphasis on devotion
3. Belief in Bodhisattvas
Select the correct answer using the code given below.","1 only","2 and 3 only","1 and 3 only","1, 2 and 3",3,"1, 2 and 3","Mahayana Buddhism emphasizes idol worship, devotion, and the concept of Bodhisattvas."
"2016","History","Buddhism & Jainism: Philosophy & Architecture","Hard","The Barabar Caves, dating back to the Mauryan period, are primarily associated with which religious group?","Ajivikas","Buddhists","Jains","Hindus",0,"Ajivikas","The Barabar Caves were primarily used by the Ajivikas."
"2016","History","Mauryan Empire: Administration & Art","Hard","The Sarnath Lion Capital is associated with which of the following rulers?","Chandragupta Maurya","Bindusara","Ashoka","Kanishka",2,"Ashoka","The Sarnath Lion Capital is associated with Ashoka."
"2016","History","Gupta Period: Golden Age of Art & Science","Hard","Which of the following is NOT a characteristic feature of Gupta sculpture?","Emphasis on grace and elegance","Use of elaborate ornamentation","Depiction of human emotions","Dominance of abstract forms",3,"Dominance of abstract forms","Gupta sculpture emphasized grace, ornamentation, and emotions, not abstract forms."
"2016","History","Bhakti & Sufi Movements","Hard","Which of the following Sufi saints is associated with the Chishti order?
","Sheikh Abdul Qadir Jilani","Khwaja Moinuddin Chishti","Sheikh Ahmad Sirhindi","Shah Waliullah Dehlawi",1,"Khwaja Moinuddin Chishti","Khwaja Moinuddin Chishti founded the Chishti order in India."
"2016","History","Mughal Administration, Art & Architecture","Hard","Which of the following Mughal emperors is credited with the construction of the Red Fort in Delhi?","Akbar","Jahangir","Shah Jahan","Aurangzeb",2,"Shah Jahan","Shah Jahan commissioned the Red Fort in Delhi."
"2016","History","Vijayanagara Empire","Hard","Which of the following statements regarding the Vijayanagara Empire is/are correct?
1. Krishnadeva Raya built the Hazara Rama Temple.
2. The empire was known for its efficient village administration.
Select the correct answer using the code given below.","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","Krishnadeva Raya built the Hazara Rama Temple, and the Vijayanagara Empire had an efficient village administration."
"2016","History","Advent of Europeans & British Expansion","Hard","The Dual System of Government in Bengal was abolished by:","Lord Clive","Warren Hastings","Lord Cornwallis","Lord Wellesley",1,"Warren Hastings","Warren Hastings abolished the Dual System of Government in Bengal."
"2016","History","Social-Religious Reform Movements (19th Century)","Hard","The object of the Butler Committee of 1927 was to","define the jurisdiction of the Central and Provincial Governments","define the powers of the Secretary of State for India","impose censorship on national press","improve the relationship between the Government of India and the Indian States",3,"improve the relationship between the Government of India and the Indian States","The Butler Committee aimed to improve relations between British India and the Princely States."
"2016","History","Revolt of 1857 & Rise of Nationalism","Hard","The Ilbert Bill controversy was related to:","Imposition of restrictions on Indian newspapers and magazines.","Imposition of restrictions on the education of Indian women.","Removal of disqualifications imposed on Indian magistrates with regard to the trial of Europeans.","Enactment of laws to control the activities of Indian revolutionaries.",3,"Enactment of laws to control the activities of Indian revolutionaries.","The Ilbert Bill controversy was related to the trial of Europeans by Indian magistrates."
"2016","History","Indian National Congress (Moderate & Extremist Phase)","Hard","Which of the following newspapers was associated with the Extremist ideology?","The Hindu","Amrita Bazar Patrika","Kesari","The Statesman",2,"Kesari","'Kesari' was associated with Bal Gangadhar Tilak and Extremist ideology."
"2016","History","Gandhian Era: Non-Cooperation, Civil Disobedience, Quit India","Hard","Consider the following statements:
1. The Non-Cooperation Movement was launched in 1920.
2. One of the reasons for launching the Non-Cooperation Movement was the Jallianwala Bagh massacre.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","Both statements are correct regarding the Non-Cooperation Movement."
"2016","History","General","Hard","The 'Swadeshi' and 'Boycott' were adopted as methods of struggle for the first time during the","agitation against the Partition of Bengal","Home Rule Movement","Non-Cooperation Movement","visit of the Simon Commission to India",0,"agitation against the Partition of Bengal","The Swadeshi and Boycott movements were formally started from Town Hall, Calcutta on August 7, 1905, to protest the partition of Bengal."
"2015","History","Medieval History","Hard","Which of the following statements is/are applicable to Jizya?
1. It was levied on all non-Muslims.
2. It was a tax on land.
3. It was a tax on property.","1 only","2 and 3 only","1 and 3 only","1, 2 and 3",0,"1 only","Jizya was a per capita tax levied on non-Muslims in some Islamic states. It was not a land or property tax."
"2015","History","Modern History","Hard","Which of the following led to the introduction of English as a medium of instruction in India?
1. The Charter Act of 1813
2. General Committee of Public Instruction, 1823
3. Macaulay’s Minute of 1835","1 and 2 only","2 only","1 and 3 only","1, 2 and 3",3,"1, 2 and 3","All three factors contributed. The Charter Act of 1813 initiated funding for education, the General Committee debated the direction, and Macaulay's Minute strongly advocated for English."
"2015","History","Indus Valley Civilization & Vedic Age","Hard","Which of the following is/are the characteristic(s) of Indus Valley Civilization?
1. They possessed great palaces and temples.
2. They worshipped both male and female deities.
3. They employed horse-drawn chariots in warfare.
Select the correct answer using the code given below.","1 and 2 only","2 only","1, 2 and 3","None",1,"2 only","Indus Valley people worshipped both male and female deities, but lacked palaces and horse-drawn chariots."
"2015","History","Buddhism & Jainism: Philosophy & Architecture","Hard","Which of the following caves features both Buddhist and Jain art?","Ellora Caves","Ajanta Caves","Karla Caves","Bhaja Caves",0,"Ellora Caves","Ellora Caves contain Buddhist, Hindu, and Jain cave temples."
"2015","History","Mauryan Empire: Administration & Art","Hard","With reference to the Mauryan administration, consider the following statements: 1. The Mauryan empire was divided into provinces, each under a prince or a governor. 2. The Mauryan administration was highly centralized. Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","Both statements are correct regarding Mauryan provincial administration."
"2015","History","Gupta Period: Golden Age of Art & Science","Hard","Which of the following is/are the most likely reason/reasons for the decline of the Gupta empire? 1. Inferior successors of the Gupta rulers. 2. Invasions by the Hunas. 3. Weakening of the economic structure. Select the correct answer using the code given below:","1 only","2 and 3 only","1 and 3 only","1, 2 and 3",3,"1, 2 and 3","Inferior successors, Huna invasions, and a weakening economy all contributed to the Gupta decline."
"2015","History","Bhakti & Sufi Movements","Hard","Who among the following was associated with the Bhakti cult of Maharashtra?","Vallabhacharya","Namadeva","Dyaneshwar","Chaitanya",1,"Namadeva","Namadeva was a prominent figure in the Bhakti movement of Maharashtra."
"2015","History","Mughal Administration, Art & Architecture","Hard","Consider the following statements regarding the Mughal administration:
1. Mansabdari system was a unique feature of the Mughal administration.
2. Jagir system was an integral part of the Mughal revenue system.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","Both Mansabdari and Jagir systems were key features."
"2015","History","Vijayanagara Empire","Hard","Which of the following foreign travelers visited the Vijayanagara Empire?
1. Nicolo de Conti
2. Abdur Razzak
3. Domingo Paes
Select the correct answer using the code given below.","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3",3,"1, 2 and 3","All three travelers, Nicolo de Conti, Abdur Razzak, and Domingo Paes, visited the Vijayanagara Empire."
"2015","History","Social-Religious Reform Movements (19th Century)","Hard","Consider the following statements regarding Brahmo Samaj:
1. It opposed idolatry.
2. It denied the need for a priestly class for interpreting religious texts.
3. It popularized the doctrine that the scriptures are infallible.
Which of the statements given above is/are correct?","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3",0,"1 and 2 only","Brahmo Samaj opposed idolatry and priestly interpretation, but did not believe in scriptural infallibility."
"2015","History","Revolt of 1857 & Rise of Nationalism","Hard","Who among the following rulers was the first to organize Haj pilgrimage at state expense?","Alauddin Khilji","Firoz Shah Tughlaq","Akbar","Aurangzeb",2,"Akbar","Akbar was the first to organize Haj pilgrimage at state expense."
"2015","History","Indian National Congress (Moderate & Extremist Phase)","Hard","Which of the following leaders is associated with the Extremist faction of the Indian National Congress?","Gopal Krishna Gokhale","Surendranath Banerjee","Bal Gangadhar Tilak","Dadabhai Naoroji",2,"Bal Gangadhar Tilak","Bal Gangadhar Tilak was a prominent leader of the Extremist faction."
"2015","History","General","Hard","Who of the following was/were economic critic/critics of colonialism in India?
1. Dadabhai Naoroji
2. G. Subramania Iyer
3. R. C. Dutt
Select the correct answer using the code given below.","1 only","1 and 2 only","2 and 3 only","1, 2 and 3",3,"1, 2 and 3","All three, Dadabhai Naoroji ('Drain of Wealth' theory), R.C. Dutt ('Economic History of India'), and G.S. Iyer, were prominent early nationalist economic critics of British rule."
