Year,Subject,Topic,Difficulty,Question Text,Option A,Option B,Option C,Option D,Correct Answer (0-3),Correct Answer Text,Explanation
"2021","Polity","Parliament","Hard","Consider the following statements:
1. The Speaker of the Legislative Assembly shall vacate his/her office if he/she ceases to be a member of the Assembly.
2. Whenever the Legislative Assembly is dissolved, the Speaker shall not vacate his/her office until immediately before the first meeting of the Assembly after the dissolution.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","Both statements are correct. The Speaker must vacate their office if they cease to be a member of the Assembly. Also, the Speaker does not vacate office upon dissolution of the Assembly but continues until immediately before the first meeting of the newly elected Assembly."
"2021","Polity","Historical Background (Regulating Act 1773 to Independence Act 1947)","Hard","Which of the following provisions were made under the Montague-Chelmsford Reforms?
1. Dyarchy in the provinces.
2. Separate electorate for Muslims.
3. Reservation of seats for women in legislatures.
Select the correct answer using the code given below.","1 only","1 and 2 only","1 and 3 only","1, 2 and 3",0,"1 only","Dyarchy was introduced, but separate electorates for Muslims existed before."
"2021","Polity","Making of the Constitution & Salient Features","Hard","Consider the following statements regarding the objectives of the Constitution of India:
1. It secures social, economic and political justice.
2. It guarantees freedom of thought, expression, belief, faith and worship.
3. It promotes fraternity to assure the dignity of the individual and the unity and integrity of the nation.
Which of the statements given above is/are correct?","1 only","2 only","1 and 3 only","1, 2 and 3",3,"1, 2 and 3","All three statements accurately reflect the objectives of the Indian Constitution."
"2021","Polity","Preamble: Keywords and Significance","Hard","The term 'Republic' in the Preamble indicates which of the following?","Absence of hereditary ruler","Supremacy of the Parliament","Rule of Law","Sovereignty of the people",0,"Absence of hereditary ruler","The term 'Republic' indicates the absence of a hereditary ruler."
"2021","Polity","Union & Territory (Articles 1-4) & Citizenship (Articles 5-11)","Hard","Which of the following statements accurately reflects the provisions related to citizenship in the Indian Constitution?","The Constitution provides detailed provisions on how citizenship can be acquired and lost.","The Constitution only specifies who were citizens at the commencement of the Constitution.","The Constitution empowers the Supreme Court to decide on citizenship matters.","The Constitution allows for dual citizenship for all persons of Indian origin.",1,"The Constitution only specifies who were citizens at the commencement of the Constitution.","The Constitution mainly defines citizenship at commencement, leaving acquisition/loss to Parliament."
"2021","Polity","Fundamental Rights (Articles 12-35) - Writs, Restrictions, Case Laws","Hard","With reference to the Constitution of India, consider the following statements: 1. No High Court shall have the jurisdiction to declare any central law to be constitutionally invalid. 2. An amendment to the Constitution of India cannot be called into question by any court of law. Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",3,"Neither 1 nor 2","Both statements are incorrect as High Courts can declare central laws invalid, and constitutional amendments can be challenged."
"2021","Polity","Directive Principles of State Policy (DPSP) & Fundamental Duties","Hard","Which part of the Constitution of India promotes the idea of Welfare State?","Fundamental Rights","Directive Principles of State Policy","Preamble","Fundamental Duties",1,"Directive Principles of State Policy","Directive Principles aim to establish a Welfare State."
"2021","Polity","Directive Principles of State Policy (DPSP) & Fundamental Duties","Hard","Which amendment to the Constitution added Fundamental Duties to the Indian Constitution?","42nd Amendment","44th Amendment","73rd Amendment","86th Amendment",0,"42nd Amendment","The 42nd Amendment added Fundamental Duties."
"2021","Polity","Parliamentary System vs Presidential System","Hard","Which of the following is NOT a characteristic of a parliamentary system?","Collective responsibility","Fusion of powers","Nominal head of state","Fixed term for the executive",3,"Fixed term for the executive","A fixed term for the executive is more characteristic of a presidential system."
"2021","Polity","Emergency Provisions (National, State, Financial)","Hard","With reference to the proclamation of emergency, consider the following statements:
1. A proclamation of emergency issued by the President must be approved by both Houses of Parliament within one month.
2. The 44th Amendment Act of 1978 inserted 'armed rebellion' as a ground for the proclamation of emergency.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",1,"2 only","Emergency proclamation needs parliamentary approval within one month, and 'armed rebellion' was inserted by the 44th Amendment."
"2021","Polity","President & Vice-President: Election, Powers, Impeachment","Hard","Consider the following statements:
1. The President of India can nominate two members to the Lok Sabha.
2. The Vice-President of India is the ex-officio Chairman of the Rajya Sabha.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",1,"2 only","The President's power to nominate members to the Lok Sabha has been removed."
"2021","Polity","Parliament: Sessions, Motions, Bills, Committees, Budget","Hard","Consider the following statements:
1. In India, Parliament can place a particular law in the Ninth Schedule of the Constitution.
2. The validity of a law placed in the Ninth Schedule cannot be examined by any court and no judgment can be made on it.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",0,"1 only","Statement 1 is correct, but statement 2 is incorrect due to judicial review."
"2021","Polity","Governor: Powers, Discretionary Role, Center's Agent","Hard","The Governor of a State is a nominee of the Central Government. Which of the following statements accurately reflects the role of the Governor?
","The Governor acts solely on the advice of the Central Government.","The Governor exercises independent judgment in certain matters.","The Governor is merely a ceremonial head with no real power.","The Governor's role is primarily to implement Central Government policies.",1,"The Governor exercises independent judgment in certain matters.","The Governor has discretionary powers and doesn't solely act on central advice."
"2021","Polity","High Courts & Subordinate Courts","Hard","Consider the following statements:
1. The High Court has the power to issue writs for the enforcement of fundamental rights only.
2. The High Court has the power to issue writs for any other purpose.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",1,"2 only","High Courts can issue writs for enforcement of fundamental rights and other purposes."
"2021","Polity","Panchayati Raj Institutions (73rd Amendment) & Municipalities (74th Amendment)","Hard","Consider the following statements regarding the State Election Commission:
1. It conducts elections to the Panchayats and Municipalities.
2. It is an independent body headed by a State Election Commissioner appointed by the Governor.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","Both statements are correct regarding the State Election Commission."
"2021","Polity","Constitutional Bodies: ECI, UPSC, SPSC, Finance Commission, CAG, NCSC, NCST","Hard","The recommendations of the Finance Commission are:","Advisory in nature","Binding on the government","Binding on the government only when accepted by the Parliament","Binding on the government only when accepted by the President",0,"Advisory in nature","The Finance Commission's recommendations are advisory and not binding."
"2021","Polity","Constitutional Bodies: ECI, UPSC, SPSC, Finance Commission, CAG, NCSC, NCST","Hard","Which of the following statements is correct regarding the State Public Service Commission (SPSC)?","The Governor appoints the Chairman and members of the SPSC.","The Chairman and members of the SPSC can be removed by the Governor.","The SPSC is responsible for conducting examinations for appointment to the services of the Union.","The SPSC is an advisory body and its advice is binding on the State Government.",0,"The Governor appoints the Chairman and members of the SPSC.","The Governor appoints the Chairman and members of the SPSC."
"2021","Polity","General","Hard","‘Right to Privacy’ is protected under which Article of the Constitution of India?","Article 15","Article 19","Article 21","Article 29",2,"Article 21","The Supreme Court in the K.S. Puttaswamy case (2017) held that the Right to Privacy is a fundamental right protected under Article 21 (Right to Life and Personal Liberty)."
"2020","Polity","Parliament","Hard","Consider the following statements:
1. In the election of Lok Sabha or State Assembly, the winning candidate must get at least 50% of the votes polled to be declared elected.
2. According to the provisions laid down in the Constitution of India, Lok Sabha Speaker should be a member of the ruling party only.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",3,"Neither 1 nor 2","In Indian elections, the candidate with the most votes wins, regardless of whether they secure 50% of the votes polled. The Lok Sabha Speaker does not necessarily have to be a member of the ruling party; they are chosen by a vote in the Lok Sabha."
"2020","Polity","Historical Background (Regulating Act 1773 to Independence Act 1947)","Hard","Which of the following Acts introduced communal electorate in India?","Indian Councils Act, 1892","Indian Councils Act, 1909","Government of India Act, 1919","Government of India Act, 1935",1,"Indian Councils Act, 1909","The Indian Councils Act of 1909 introduced communal electorate."
"2020","Polity","Making of the Constitution & Salient Features","Hard","Which part of the Constitution of India declares the ideal of Welfare State?","Directive Principles of State Policy","Fundamental Rights","Preamble","Seventh Schedule",0,"Directive Principles of State Policy","Directive Principles of State Policy embody the ideal of a Welfare State."
"2020","Polity","Preamble: Keywords and Significance","Hard","Which of the following best defines the term 'Secularism' in the Indian context?","Equal respect for all religions","One religion is promoted by the State","Separation of religion from politics","Complete absence of religion in governance",0,"Equal respect for all religions","In the Indian context, secularism means equal respect for all religions."
"2020","Polity","Union & Territory (Articles 1-4) & Citizenship (Articles 5-11)","Hard","Which of the following articles empowers the Parliament to make provisions with respect to citizenship?","Article 5","Article 9","Article 11","Article 13",2,"Article 11","Article 11 empowers the Parliament to make provisions with respect to citizenship."
"2020","Polity","Directive Principles of State Policy (DPSP) & Fundamental Duties","Hard","Which of the following are Fundamental Duties under the Indian Constitution?
1. To uphold and protect the sovereignty, unity and integrity of India.
2. To promote harmony and the spirit of common brotherhood amongst all the people of India transcending religious, linguistic and regional or sectional diversities.
3. To safeguard public property and to abjure violence.
Select the correct answer using the code given below.","1 and 2 only","2 only","1 and 3 only","1, 2 and 3",3,"1, 2 and 3","All three statements accurately reflect Fundamental Duties."
"2020","Polity","Directive Principles of State Policy (DPSP) & Fundamental Duties","Hard","Which of the following statements is correct regarding the enforceability of Directive Principles of State Policy?","They are directly enforceable by the courts.","They are not enforceable by any court.","They are enforceable with the help of legislation.","They are enforceable only during a national emergency.",1,"They are not enforceable by any court.","Directive Principles are not enforceable by any court."
"2020","Polity","Amendment of the Constitution (Basic Structure Doctrine)","Hard","The doctrine of basic structure was evolved by the Supreme Court in which of the following cases?","A.K. Gopalan v. State of Madras","Kesavananda Bharati v. State of Kerala","Maneka Gandhi v. Union of India","Indira Nehru Gandhi v. Raj Narain",1,"Kesavananda Bharati v. State of Kerala","Kesavananda Bharati case established the basic structure doctrine."
"2020","Polity","Parliamentary System vs Presidential System","Hard","In a parliamentary system of government, which of the following is/are true?
1. The executive is responsible to the legislature.
2. The head of state is a nominal figurehead.
3. The Prime Minister is the head of government.
Select the correct answer using the code given below.","1 only","2 and 3 only","1 and 3 only","1, 2 and 3",3,"1, 2 and 3","All three statements accurately describe a parliamentary system."
"2020","Polity","Emergency Provisions (National, State, Financial)","Hard","Which of the following statements is/are correct regarding the effect of proclamation of National Emergency on the tenure of the State Legislative Assembly?
1. The tenure of the State Legislative Assembly can be extended beyond its normal term.
2. The extension of the tenure cannot exceed one year at a time.
Select the correct answer using the code given below.","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","The State Legislative Assembly's tenure can be extended, but not exceeding one year at a time."
"2020","Polity","President & Vice-President: Election, Powers, Impeachment","Hard","Consider the following statements regarding the impeachment of the President of India:
1. The impeachment charges can be initiated in either House of Parliament.
2. The nominated members of either House of Parliament can participate in the impeachment of the President.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","Impeachment can start in either house, and nominated members can participate."
"2020","Polity","Prime Minister & Council of Ministers","Hard","With reference to the Union Government, consider the following statements:
1. Departments are created by the Prime Minister on the advice of the Cabinet Secretary.
2. Each of the Ministries is assigned to a Minister by the President on the advice of the Prime Minister.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",1,"2 only","Departments are created as per the Government of India (Allocation of Business) Rules, not by the PM."
"2020","Polity","Parliament: Sessions, Motions, Bills, Committees, Budget","Hard","With reference to the funds under Members of Parliament Local Area Development Scheme (MPLADS), which of the following statements are correct?
1. MPLADS funds must be used to create durable assets like physical infrastructure for health, education, etc.
2. A specified portion of each MP’s fund must benefit Scheduled Castes/Scheduled Tribes populations.
3. MPLADS funds are sanctioned on yearly basis and the unspent amount, if any, must be carried forward to the next year.
4. The work done under MPLADS are audited by the Comptroller and Auditor General of India.
Select the correct answer using the code given below:","1 and 2 only","3 and 4 only","1, 2 and 3","1, 2 and 4",2,"1, 2 and 3","CAG does not directly audit MPLADS; hence, 1, 2, and 3 are correct."
"2020","Polity","Supreme Court: Jurisdiction, Judicial Review, judicial Activism","Hard","The Supreme Court of India tenders advice to the President of India on a matter of law or fact","on its own initiative","only if he seeks such advice","only if the matter relates to the Fundamental Rights of the citizens","only if the Union Cabinet seeks such advice",1,"only if he seeks such advice","The Supreme Court advises the President only when the President seeks such advice."
"2020","Polity","Governor: Powers, Discretionary Role, Center's Agent","Hard","Which of the following is NOT a discretionary power of the Governor?
","Reserving a bill for President's consideration","Appointing the Chief Minister when no party has a clear majority","Dissolving the Legislative Assembly on the advice of the Chief Minister","Seeking information from the Chief Minister regarding legislative proposals",2,"Dissolving the Legislative Assembly on the advice of the Chief Minister","Dissolving the assembly is usually done on the CM's advice, not discretion."
"2020","Polity","State Legislature & Chief Minister","Hard","With reference to the Legislative Assembly of a State in India, consider the following statements:
1. The Governor makes a customary address to the members of the House at the commencement of the first session after each general election and at the commencement of the first session of each year.
2. When a State Legislature passes a bill, it is sent to the Governor who can declare that he withholds assent therefrom.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","Both statements are correct regarding the Governor's role."
"2020","Polity","High Courts & Subordinate Courts","Hard","Consider the following statements regarding the transfer of judges in High Courts:
1. The President of India can transfer a judge from one High Court to another.
2. The transfer can be initiated only on the recommendation of the Chief Justice of India.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","The President transfers judges on the recommendation of the Chief Justice of India."
"2020","Polity","Panchayati Raj Institutions (73rd Amendment) & Municipalities (74th Amendment)","Hard","Which of the following are the salient features of the 73rd Constitutional Amendment Act?
1. Provides for a three-tier system of Panchayati Raj for all States having a population of over 20 lakh.
2. Mandates regular elections to Panchayats.
3. Reserves one-third of seats for women in all Panchayats.
Select the correct answer using the code given below.","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3",3,"1, 2 and 3","All the mentioned features are salient to the 73rd Amendment."
"2020","Polity","Constitutional Bodies: ECI, UPSC, SPSC, Finance Commission, CAG, NCSC, NCST","Hard","Other than the Fundamental Rights, which of the following parts of the Constitution of India reflect/reflects the principles and provisions of the Universal Declaration of Human Rights (1948)? 1. Preamble 2. Directive Principles of State Policy 3. Fundamental Duties Select the correct answer using the code given below:","1 and 2 only","2 only","1 and 3 only","1, 2 and 3",3,"1, 2 and 3","All three reflect principles of the Universal Declaration of Human Rights."
"2020","Polity","General","Hard","A Parliamentary System of Government is one in which","all political parties in the Parliament are represented in the Government","the Government is responsible to the Parliament and can be removed by it","the Government is elected by the people and can be removed by them","the Government is chosen by the Parliament but cannot be removed by it before completion of a fixed term",1,"the Government is responsible to the Parliament and can be removed by it","The core principle of a parliamentary system is the collective responsibility of the executive to the legislature (Parliament)."
"2019","Polity","Constitutional Amendments","Hard","Which of the following is/are the exclusive power(s) of Lok Sabha?
1. To ratify the declaration of emergency
2. To pass a motion of no-confidence against the Council of Ministers
3. To impeach the President of India
Select the correct answer using the code given below:","1 and 2","Only 2","1 and 3","1, 2 and 3",1,"Only 2","Only the Lok Sabha can pass a motion of no-confidence against the Council of Ministers. The Rajya Sabha does not have this power. Ratification of emergency requires approval by both houses. Impeachment of the President can be initiated in either house."
"2019","Polity","Parliament","Hard","Which one of the following categories of Fundamental Rights incorporates protection against untouchability as a form of discrimination?","Right against Exploitation","Right to Freedom","Right to Constitutional Remedies","Right to Equality",3,"Right to Equality","Article 17, which abolishes untouchability, falls under the Right to Equality."
"2019","Polity","Historical Background (Regulating Act 1773 to Independence Act 1947)","Hard","The Government of India Act of 1919 is also known as:","Morley-Minto Reforms","Montagu-Chelmsford Reforms","August Offer","Cripps Mission",1,"Montagu-Chelmsford Reforms","The Government of India Act of 1919 is also known as Montagu-Chelmsford Reforms."
"2019","Polity","Making of the Constitution & Salient Features","Hard","Which of the following best defines the term 'Rule of Law'?","Equality before law","Supremacy of law","Fairness in legal procedures","All of the above",3,"All of the above","Rule of Law encompasses equality, supremacy, and fairness in legal procedures."
"2019","Polity","Preamble: Keywords and Significance","Hard","The Preamble to the Constitution of India secures justice, liberty, equality and fraternity. Which of these are mentioned in the correct sequence?","Liberty, Equality, Fraternity, Justice","Justice, Liberty, Equality, Fraternity","Equality, Liberty, Justice, Fraternity","Justice, Fraternity, Liberty, Equality",1,"Justice, Liberty, Equality, Fraternity","The correct sequence as per the Preamble is Justice, Liberty, Equality, and Fraternity."
"2019","Polity","Union & Territory (Articles 1-4) & Citizenship (Articles 5-11)","Hard","Consider the following statements:
1. The Constitution of India defines the term 'minority'.
2. The Constitution of India recognizes only religious minorities.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",3,"Neither 1 nor 2","The Constitution does not define 'minority' and recognizes linguistic minorities as well."
"2019","Polity","Fundamental Rights (Articles 12-35) - Writs, Restrictions, Case Laws","Hard","The power of the Supreme Court of India to decide disputes between the Centre and the States falls under its","Advisory jurisdiction","Appellate jurisdiction","Original jurisdiction","Constitutional jurisdiction",2,"Original jurisdiction","Original jurisdiction allows the Supreme Court to hear disputes between the Centre and States."
"2019","Polity","Directive Principles of State Policy (DPSP) & Fundamental Duties","Hard","Which of the following is/are among the Fundamental Duties of citizens laid down in the Indian Constitution?
1. To preserve the rich heritage of our composite culture.
2. To protect and improve the natural environment including forests, lakes, rivers and wildlife.
3. To strive towards excellence in all spheres of individual and collective activity.
Select the correct answer using the code given below.","Only 1","Only 2 and 3","Only 1 and 3","1, 2 and 3",3,"1, 2 and 3","All three are indeed fundamental duties."
"2019","Polity","Directive Principles of State Policy (DPSP) & Fundamental Duties","Hard","Which of the following is NOT a Fundamental Duty as per the Indian Constitution?","To abide by the Constitution and respect its ideals.","To defend the country and render national service when called upon.","To promote and improve the natural environment.","To provide education to one's children between the age of 6 and 14 years.",3,"To provide education to one's children between the age of 6 and 14 years.","Providing education is a right, not a duty of parents."
"2019","Polity","Amendment of the Constitution (Basic Structure Doctrine)","Hard","Which of the following are elements of the Basic Structure of the Constitution? 1. Judicial Review 2. Secularism 3. Federalism 4. Parliamentary System Select the correct answer using the code given below.","1 and 2 only","2 and 3 only","1, 2 and 3 only","1, 2, 3 and 4",3,"1, 2, 3 and 4","All listed options are considered part of the basic structure."
"2019","Polity","Parliamentary System vs Presidential System","Hard","The concept of 'separation of powers' is a fundamental feature of which type of government?","Parliamentary","Presidential","Federal","Unitary",1,"Presidential","Separation of powers is most strongly associated with presidential systems."
"2019","Polity","Federal System & Center-State Relations (Legislative, Admin, Financial)","Hard","Consider the following statements:
1. The Legislative Council of a State in India can be larger in size than half of the Legislative Assembly of that particular State.
2. The Governor of a State nominates the Chairman of the Legislative Council of that particular State.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",3,"Neither 1 nor 2","Neither statement is correct regarding the Legislative Council."
"2019","Polity","Emergency Provisions (National, State, Financial)","Hard","The proclamation of Emergency under Article 352 on the ground of 'armed rebellion' requires the written advice of:","The Prime Minister","The Council of Ministers","The President","The Cabinet",3,"The Cabinet","The President requires written advice from the Cabinet for proclaiming emergency on the ground of armed rebellion."
"2019","Polity","President & Vice-President: Election, Powers, Impeachment","Hard","Which of the following statements is/are correct regarding the ordinance-making power of the President of India?
1. The President can promulgate an ordinance only when both Houses of Parliament are not in session.
2. An ordinance promulgated by the President has the same force and effect as an Act of Parliament.
Select the correct answer using the code given below.","1 only","2 only","Both 1 and 2","Neither 1 nor 2",1,"2 only","The President can promulgate an ordinance when either house is not in session, and it has the same force as an Act."
"2019","Polity","Prime Minister & Council of Ministers","Hard","Which of the following statements is/are correct regarding the office of the Prime Minister?
1. The Prime Minister is the head of the Council of Ministers.
2. The Prime Minister is appointed by the President.
3. The Prime Minister must be a member of either House of Parliament at the time of appointment.
Select the correct answer using the code given below.","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3",0,"1 and 2 only","The PM can be appointed even if not a member, but must become one within six months."
"2019","Polity","Supreme Court: Jurisdiction, Judicial Review, judicial Activism","Hard","Which of the following statements is/are correct regarding Judicial Review in India?
1. It is explicitly mentioned in the Constitution.
2. It is limited by the doctrine of 'procedure established by law'.
Select the correct answer using the code given below.","1 only","2 only","Both 1 and 2","Neither 1 nor 2",1,"2 only","Judicial review is not explicitly mentioned, but implied; it is limited by 'procedure established by law'."
"2019","Polity","Supreme Court: Jurisdiction, Judicial Review, judicial Activism","Hard","Which of the following is/are the grounds on which the Supreme Court can exercise judicial review?
1. Violation of Fundamental Rights.
2. Violation of the basic structure of the Constitution.
Select the correct answer using the code given below.","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","The Supreme Court can exercise judicial review for violations of Fundamental Rights and basic structure."
"2019","Polity","Governor: Powers, Discretionary Role, Center's Agent","Hard","With reference to the powers of the Governor, consider the following statements:
1. The Governor can reserve a bill passed by the State Legislature for the consideration of the President.
2. The Governor can dissolve the State Legislative Assembly even without the advice of the Chief Minister.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",0,"1 only","The Governor can reserve a bill, but needs the CM's advice to dissolve the assembly."
"2019","Polity","High Courts & Subordinate Courts","Hard","Which of the following are the functions of the High Court?
1. To protect the fundamental rights of the citizens.
2. To supervise the functioning of the subordinate courts.
3. To act as the court of appeal from the lower courts.
Select the correct answer using the code given below.","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3",3,"1, 2 and 3","High Courts protect fundamental rights, supervise subordinate courts, and act as appellate courts."
"2019","Polity","High Courts & Subordinate Courts","Hard","Consider the following statements regarding the National Judicial Appointments Commission (NJAC):
1. The NJAC was established to replace the collegium system for the appointment of judges.
2. The NJAC was declared unconstitutional by the Supreme Court.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","NJAC was meant to replace the collegium but was declared unconstitutional."
"2019","Polity","Panchayati Raj Institutions (73rd Amendment) & Municipalities (74th Amendment)","Hard","Which of the following committees recommended constitutional status to Panchayati Raj Institutions?","Balwant Rai Mehta Committee","Ashok Mehta Committee","L.M. Singhvi Committee","G.V.K. Rao Committee",2,"L.M. Singhvi Committee","The L.M. Singhvi Committee recommended constitutional status."
"2019","Polity","Constitutional Bodies: ECI, UPSC, SPSC, Finance Commission, CAG, NCSC, NCST","Hard","Which of the following bodies is/are responsible for conducting elections to the local bodies in India? 1. Election Commission of India 2. State Election Commissions 3. District Election Officers Select the correct answer using the code given below:","1 only","2 only","1 and 3 only","2 and 3 only",1,"2 only","State Election Commissions conduct local body elections."
"2019","Polity","General","Hard","Consider the following statements:
1. The 44th Amendment to the Constitution of India introduced an Article placing the election of the Prime Minister beyond judicial review.
2. The Supreme Court of India struck down the 99th Amendment to the Constitution of India as being violative of the independence of the judiciary.","1 only","2 only","Both 1 and 2","Neither 1 nor 2",1,"2 only","Statement 1 is incorrect as it was the 39th Amendment, not the 44th, that attempted this, and it was struck down; Statement 2 is correct regarding the NJAC Act."
"2018","Polity","Parliament","Hard","With reference to the Parliament of India, consider the following statements:
1. A private member’s bill is a bill presented by a Member of Parliament who is not a Minister.
2. Recently, a private member’s bill has been passed in the Parliament for the first time in its history.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",0,"1 only","Statement 1 is correct. A private member's bill is indeed introduced by an MP who is not a minister. Statement 2 is incorrect. Several private member's bills have been passed, though rarely. The last one was in 1970."
"2018","Polity","Fundamental Rights","Hard","Right to Privacy is protected as an intrinsic part of Right to Life and Personal Liberty. Which of the following in the Constitution of India correctly and appropriately imply the above statement?","Article 14 & Article 21","Article 15 & Article 19","Article 17 & Article 21","Article 21 & Article 21",3,"Article 21 & Article 21","The Supreme Court has declared Right to Privacy as a fundamental right under Article 21 (Right to Life and Personal Liberty)."
"2018","Polity","Historical Background (Regulating Act 1773 to Independence Act 1947)","Hard","Consider the following statements regarding the Government of India Act, 1935:
1. The Act provided for an All-India Federation.
2. Provincial autonomy was granted under this Act.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","Both All-India Federation and Provincial Autonomy were features of the 1935 Act."
"2018","Polity","Making of the Constitution & Salient Features","Hard","Consider the following statements:
1. The Constitution of India defines its 'basic structure' in terms of federalism, secularism, fundamental rights and democracy.
2. The Constitution of India provides for 'judicial review' to safeguard the 'citizens' liberties and to preserve the ideals on which the Constitution is based.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",1,"2 only","The Constitution does not explicitly define 'basic structure', but judicial review is indeed provided."
"2018","Polity","Preamble: Keywords and Significance","Hard","Which of the following statements is correct regarding the Preamble of the Indian Constitution?","It is a part of the Constitution and can be amended.","It is not a part of the Constitution and cannot be amended.","It is a part of the Constitution but cannot be amended.","It is not a part of the Constitution but can be used for interpretation.",0,"It is a part of the Constitution and can be amended.","The Preamble is a part of the Constitution and can be amended, subject to basic structure doctrine."
"2018","Polity","Union & Territory (Articles 1-4) & Citizenship (Articles 5-11)","Hard","Consider the following statements regarding the impact of Article 368 on Article 3:
1. A law made under Article 3 can alter the boundaries of a state without being considered an amendment under Article 368.
2. Such a law requires a special majority in Parliament.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",0,"1 only","Article 3 changes do not require a special majority or constitutional amendment under Article 368."
"2018","Polity","Fundamental Rights (Articles 12-35) - Writs, Restrictions, Case Laws","Hard","Consider the following statements: 1. The Constitution of India defines 'State' in Article 12. 2. The term 'State' includes the Government and Parliament of India. 3. The term 'State' includes all local authorities within the territory of India. Which of the statements given above is/are correct?","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3",3,"1, 2 and 3","All three statements are correct regarding the definition of 'State' in Article 12."
"2018","Polity","Directive Principles of State Policy (DPSP) & Fundamental Duties","Hard","Which part of the Indian Constitution contains the Directive Principles of State Policy?","Part III","Part IV","Part IVA","Part V",1,"Part IV","Part IV contains the Directive Principles."
"2018","Polity","Amendment of the Constitution (Basic Structure Doctrine)","Hard","Which of the following is NOT considered a part of the basic structure of the Constitution?","Judicial Review","Secularism","Parliamentary System","Directive Principles of State Policy",3,"Directive Principles of State Policy","Directive Principles are not explicitly part of the basic structure."
"2018","Polity","Parliamentary System vs Presidential System","Hard","Which of the following are features of a presidential form of government?
1. The President is the head of state and head of government.
2. The President is elected directly by the people.
3. The President is not responsible to the legislature.
Select the correct answer using the code given below.","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3",3,"1, 2 and 3","All three statements are characteristic of a presidential system."
"2018","Polity","Federal System & Center-State Relations (Legislative, Admin, Financial)","Hard","Consider the following statements regarding the Finance Commission of India:
1. It is a constitutional body.
2. It encourages the states to improve their fiscal position.
3. It advises the President on the distribution of tax revenues between the Union and the States.
Which of the statements given above is/are correct?","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3",3,"1, 2 and 3","All three statements are correct regarding the Finance Commission."
"2018","Polity","Emergency Provisions (National, State, Financial)","Hard","Consider the following statements regarding the proclamation of Emergency:
1. The President can proclaim a National Emergency only on the written advice of the Cabinet.
2. Every proclamation of Emergency must be laid before each House of Parliament.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","Both statements are correct regarding the proclamation of Emergency."
"2018","Polity","Prime Minister & Council of Ministers","Hard","Consider the following statements regarding the powers of the Prime Minister:
1. The Prime Minister communicates to the President all decisions of the Council of Ministers relating to the administration of the affairs of the Union and proposals for legislation.
2. The Prime Minister advises the President with regard to the appointment of important officials like the Attorney General of India and the Comptroller and Auditor General of India.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","Both statements accurately describe the powers of the Prime Minister."
